provider,cidr,region
aws,2406:daf8:8800::/40,ap-southeast-1
aws,2406:daf8:a800::/40,ap-southeast-1
aws,2406:daf9:8000::/40,ap-southeast-1
aws,2406:daf9:8800::/40,ap-southeast-1
aws,2406:daf9:a800::/40,ap-southeast-1
aws,2406:dafa:8000::/40,ap-southeast-1
aws,2406:dafc:8000::/40,ap-southeast-1
aws,2406:dafe:8000::/40,ap-southeast-1
aws,2406:dafe:8800::/40,ap-southeast-1
aws,2406:dafe:a800::/40,ap-southeast-1
aws,2406:daff:8000::/40,ap-southeast-1
aws,2406:daff:8800::/40,ap-southeast-1
aws,2406:daff:a800::/40,ap-southeast-1
aws,2600:1f01:48b0::/47,ap-southeast-1
aws,2600:1f01:48f4::/47,ap-southeast-1
aws,2600:1f01:490e::/47,ap-southeast-1
aws,2600:1ffd:8422::/48,ap-southeast-1
aws,2600:1ffd:85b2::/48,ap-southeast-1
aws,2600:9000:5208::/48,ap-southeast-1
aws,2600:f004:8000::/40,ap-southeast-1
aws,2600:f00f:4000::/40,ap-southeast-1
aws,2600:f0f0:1:1300::/56,ap-southeast-1
aws,2600:f0f0:84::/48,ap-southeast-1
aws,2600:f0f0:730::/47,ap-southeast-1
aws,2600:f0f0:e2e::/47,ap-southeast-1
aws,2600:f0f0:e30::/48,ap-southeast-1
aws,2600:f0f0:1106::/47,ap-southeast-1
aws,2600:f0f0:1108::/48,ap-southeast-1
aws,2600:f0f0:4105::/48,ap-southeast-1
aws,2600:f0f0:553d::/48,ap-southeast-1
aws,2600:f0f0:553e::/47,ap-southeast-1
aws,2600:f0f0:610e::/48,ap-southeast-1
aws,2600:f0f0:810a::/48,ap-southeast-1
aws,2600:f0f0:c048::/48,ap-southeast-1
aws,2600:f0f1:4500::/42,ap-southeast-1
aws,2600:f0f2:701b::/48,ap-southeast-1
aws,2600:f0f2:7107::/48,ap-southeast-1
aws,2600:f0fb:f026::/48,ap-southeast-1
aws,2600:f0fb:f105::/48,ap-southeast-1
aws,2606:f40:2800::/40,ap-southeast-1
aws,2606:f40:a800::/40,ap-southeast-1
aws,2606:f40:ffe2::/48,ap-southeast-1
aws,2606:f40:ffe4::/48,ap-southeast-1
aws,2606:7b40:1b07::/55,ap-southeast-1
aws,1.178.11.0/24,ap-southeast-2
aws,3.2.60.0/24,ap-southeast-2
aws,3.2.77.0/24,ap-southeast-2
aws,3.4.12.1/32,ap-southeast-2
aws,3.4.12.2/32,ap-southeast-2
aws,3.4.12.15/32,ap-southeast-2
aws,3.4.12.16/31,ap-southeast-2
aws,3.4.12.18/32,ap-southeast-2
aws,3.4.13.0/27,ap-southeast-2
aws,3.4.15.16/28,ap-southeast-2
aws,3.5.164.0/22,ap-southeast-2
aws,3.5.168.0/23,ap-southeast-2
aws,3.24.0.0/14,ap-southeast-2
aws,3.44.64.0/18,ap-southeast-2
aws,3.104.0.0/14,ap-southeast-2
aws,13.54.0.0/15,ap-southeast-2
aws,13.146.0.0/16,ap-southeast-2
aws,13.210.0.0/15,ap-southeast-2
aws,13.236.0.0/14,ap-southeast-2
aws,13.248.102.0/24,ap-southeast-2
aws,13.248.109.0/24,ap-southeast-2
aws,15.129.0.0/22,ap-southeast-2
aws,15.134.0.0/15,ap-southeast-2
aws,15.177.83.0/24,ap-southeast-2
aws,15.193.3.0/24,ap-southeast-2
aws,15.193.164.0/22,ap-southeast-2
aws,15.221.20.0/22,ap-southeast-2
aws,15.221.128.0/22,ap-southeast-2
aws,15.230.22.0/23,ap-southeast-2
aws,15.230.78.64/26,ap-southeast-2
aws,15.230.78.128/25,ap-southeast-2
aws,15.230.107.0/32,ap-southeast-2
aws,15.230.107.2/31,ap-southeast-2
aws,15.230.115.0/24,ap-southeast-2
aws,15.230.149.0/30,ap-southeast-2
aws,15.230.149.4/31,ap-southeast-2
aws,15.230.149.8/30,ap-southeast-2
aws,15.230.210.0/23,ap-southeast-2
aws,15.230.212.0/23,ap-southeast-2
aws,15.230.222.0/24,ap-southeast-2
aws,15.251.0.8/31,ap-southeast-2
aws,16.12.74.0/24,ap-southeast-2
aws,16.176.0.0/14,ap-southeast-2
aws,16.214.40.0/22,ap-southeast-2
aws,18.98.192.0/19,ap-southeast-2
aws,32.236.0.0/15,ap-southeast-2
aws,35.55.10.0/23,ap-southeast-2
aws,35.55.12.0/24,ap-southeast-2
aws,35.71.97.0/24,ap-southeast-2
aws,35.96.39.0/24,ap-southeast-2
aws,35.96.128.0/20,ap-southeast-2
aws,35.96.240.0/24,ap-southeast-2
aws,40.32.0.0/16,ap-southeast-2
aws,40.35.0.0/16,ap-southeast-2
aws,40.238.0.0/15,ap-southeast-2
aws,43.220.0.0/15,ap-southeast-2
aws,43.249.44.0/24,ap-southeast-2
aws,45.33.164.0/24,ap-southeast-2
aws,52.62.0.0/15,ap-southeast-2
aws,52.64.0.0/15,ap-southeast-2
aws,52.93.32.183/32,ap-southeast-2
aws,52.93.33.8/30,ap-southeast-2
aws,52.93.33.224/31,ap-southeast-2
aws,52.93.33.230/31,ap-southeast-2
aws,52.93.77.0/24,ap-southeast-2
aws,52.93.78.0/24,ap-southeast-2
aws,52.93.126.130/31,ap-southeast-2
aws,52.93.126.136/30,ap-southeast-2
aws,52.93.182.128/26,ap-southeast-2
aws,52.94.13.0/24,ap-southeast-2
aws,52.94.152.176/29,ap-southeast-2
aws,52.94.198.112/28,ap-southeast-2
aws,52.94.248.64/28,ap-southeast-2
aws,52.95.36.0/22,ap-southeast-2
aws,52.95.128.0/21,ap-southeast-2
aws,52.95.241.0/24,ap-southeast-2
aws,52.95.255.16/28,ap-southeast-2
aws,52.119.210.0/23,ap-southeast-2
aws,52.144.224.64/26,ap-southeast-2
aws,52.144.228.64/26,ap-southeast-2
aws,52.144.229.0/26,ap-southeast-2
aws,54.66.0.0/16,ap-southeast-2
aws,54.79.0.0/16,ap-southeast-2
aws,54.153.128.0/17,ap-southeast-2
aws,54.206.0.0/16,ap-southeast-2
aws,54.239.0.112/28,ap-southeast-2
aws,54.240.192.0/22,ap-southeast-2
aws,54.240.203.0/24,ap-southeast-2
aws,54.240.204.0/22,ap-southeast-2
aws,54.252.0.0/15,ap-southeast-2
aws,64.252.106.0/23,ap-southeast-2
aws,64.252.108.0/23,ap-southeast-2
aws,69.107.9.208/28,ap-southeast-2
aws,69.107.9.224/28,ap-southeast-2
aws,69.107.12.0/28,ap-southeast-2
aws,96.0.0.0/21,ap-southeast-2
aws,96.0.8.0/22,ap-southeast-2
aws,96.0.72.0/21,ap-southeast-2
aws,96.0.80.0/22,ap-southeast-2
aws,96.0.184.0/22,ap-southeast-2
aws,99.77.144.0/24,ap-southeast-2
aws,99.77.239.0/24,ap-southeast-2
aws,99.78.170.0/23,ap-southeast-2
aws,99.78.212.0/22,ap-southeast-2
aws,99.82.184.0/22,ap-southeast-2
aws,99.83.80.0/22,ap-southeast-2
aws,99.83.120.0/22,ap-southeast-2
aws,99.150.32.0/21,ap-southeast-2
aws,103.8.172.0/22,ap-southeast-2
aws,104.255.59.87/32,ap-southeast-2
aws,104.255.59.88/32,ap-southeast-2
aws,122.200.61.0/24,ap-southeast-2
aws,136.18.23.0/24,ap-southeast-2
aws,150.222.43.64/26,ap-southeast-2
aws,150.222.43.128/27,ap-southeast-2
aws,150.222.44.192/26,ap-southeast-2
aws,150.222.47.0/25,ap-southeast-2
aws,150.222.72.0/24,ap-southeast-2
aws,150.222.82.0/24,ap-southeast-2
aws,150.222.112.0/24,ap-southeast-2
aws,150.222.119.0/24,ap-southeast-2
aws,150.222.142.0/24,ap-southeast-2
aws,150.247.37.0/24,ap-southeast-2
aws,151.148.39.0/24,ap-southeast-2
aws,173.83.212.0/24,ap-southeast-2
aws,216.198.234.0/24,ap-southeast-2
aws,2400:6500:0:7200::/56,ap-southeast-2
aws,2403:b300::/48,ap-southeast-2
aws,2403:b300:ff00::/48,ap-southeast-2
aws,2406:da00:c000::/40,ap-southeast-2
aws,2406:da1c::/35,ap-southeast-2
aws,2406:da2c::/36,ap-southeast-2
aws,2406:da30:c000::/40,ap-southeast-2
aws,2406:da32:c000::/40,ap-southeast-2
aws,2406:da36:c000::/40,ap-southeast-2
aws,2406:da38:c000::/40,ap-southeast-2
aws,2406:da60:c000::/40,ap-southeast-2
aws,2406:da61:c000::/40,ap-southeast-2
aws,2406:da70:c000::/40,ap-southeast-2
aws,2406:daa0:c000::/40,ap-southeast-2
aws,2406:dab9:c000::/40,ap-southeast-2
aws,2406:dabb:c000::/40,ap-southeast-2
aws,2406:daea:c000::/40,ap-southeast-2
aws,2406:daeb:c000::/40,ap-southeast-2
aws,2406:daef:c000::/40,ap-southeast-2
aws,2406:daf0:c000::/40,ap-southeast-2
aws,2406:daf2:c000::/40,ap-southeast-2
aws,2406:daf3:c000::/40,ap-southeast-2
aws,2406:daf4:c000::/40,ap-southeast-2
aws,2406:daf6:c000::/40,ap-southeast-2
aws,2406:daf8:c000::/40,ap-southeast-2
aws,2406:daf9:c000::/40,ap-southeast-2
aws,2406:dafa:c000::/40,ap-southeast-2
aws,2406:dafc:c000::/40,ap-southeast-2
aws,2406:dafe:c000::/40,ap-southeast-2
aws,2406:daff:c000::/40,ap-southeast-2
aws,2600:1f01:48d2::/47,ap-southeast-2
aws,2600:1f01:490a::/47,ap-southeast-2
aws,2600:1ffd:85c0::/48,ap-southeast-2
aws,2600:1ffd:85e8::/48,ap-southeast-2
aws,2600:9000:5209::/48,ap-southeast-2
aws,2600:f004:a000::/40,ap-southeast-2
aws,2600:f00f:6000::/40,ap-southeast-2
aws,2600:f0f0:1:1400::/56,ap-southeast-2
aws,2600:f0f0:83::/48,ap-southeast-2
aws,2600:f0f0:1109::/48,ap-southeast-2
aws,2600:f0f0:110a::/47,ap-southeast-2
aws,2600:f0f0:4106::/48,ap-southeast-2
aws,2600:f0f0:610f::/48,ap-southeast-2
aws,2600:f0f0:810f::/48,ap-southeast-2
aws,2600:f0f0:8185::/48,ap-southeast-2
aws,2600:f0f0:c005::/48,ap-southeast-2
aws,2600:f0f0:c049::/48,ap-southeast-2
aws,2600:f0f1:4540::/42,ap-southeast-2
aws,2600:f0f2:7019::/48,ap-southeast-2
aws,2600:f0f2:7105::/48,ap-southeast-2
aws,2600:f0fb:f027::/48,ap-southeast-2
aws,2606:f40:2a00::/40,ap-southeast-2
aws,2606:f40:aa00::/40,ap-southeast-2
aws,2606:f40:ffef::/48,ap-southeast-2
aws,2606:7b40:1b07:4000::/55,ap-southeast-2
aws,2606:7b40:1b07:4200::/56,ap-southeast-2
aws,1.178.19.0/24,ap-southeast-3
aws,3.2.98.0/24,ap-southeast-3
aws,3.5.36.0/22,ap-southeast-3
aws,13.248.71.0/24,ap-southeast-3
aws,13.248.110.0/24,ap-southeast-3
aws,15.177.92.0/24,ap-southeast-3
aws,15.230.4.16/31,ap-southeast-3
aws,15.230.4.164/30,ap-southeast-3
aws,15.230.64.0/25,ap-southeast-3
aws,15.230.64.128/26,ap-southeast-3
aws,15.230.178.0/24,ap-southeast-3
aws,15.230.217.0/24,ap-southeast-3
aws,15.232.0.0/15,ap-southeast-3
aws,16.78.0.0/15,ap-southeast-3
aws,18.98.96.0/19,ap-southeast-3
aws,35.71.96.0/24,ap-southeast-3
aws,43.218.0.0/16,ap-southeast-3
aws,52.94.249.192/28,ap-southeast-3
aws,52.95.177.0/24,ap-southeast-3
aws,52.95.178.0/23,ap-southeast-3
aws,52.95.235.0/24,ap-southeast-3
aws,54.239.1.144/28,ap-southeast-3
aws,56.128.0.0/14,ap-southeast-3
aws,64.232.0.0/16,ap-southeast-3
aws,65.4.0.0/16,ap-southeast-3
aws,99.77.237.0/24,ap-southeast-3
aws,99.78.228.0/22,ap-southeast-3
aws,99.78.232.0/21,ap-southeast-3
aws,99.78.240.0/20,ap-southeast-3
aws,104.255.59.101/32,ap-southeast-3
aws,104.255.59.102/31,ap-southeast-3
aws,104.255.59.104/31,ap-southeast-3
aws,104.255.59.106/32,ap-southeast-3
aws,104.255.59.138/31,ap-southeast-3
aws,108.136.0.0/15,ap-southeast-3
aws,150.222.49.96/27,ap-southeast-3
aws,150.222.49.128/26,ap-southeast-3
aws,159.248.224.0/21,ap-southeast-3
aws,2400:6500:0:9::1/128,ap-southeast-3
aws,2400:6500:0:9::2/127,ap-southeast-3
aws,2400:6500:0:9::4/128,ap-southeast-3
aws,2400:6500:0:7800::/56,ap-southeast-3
aws,2406:da00:9000::/40,ap-southeast-3
aws,2406:da19::/36,ap-southeast-3
aws,2406:da29::/36,ap-southeast-3
aws,2406:da30:9000::/40,ap-southeast-3
aws,2406:da32:9000::/40,ap-southeast-3
aws,2406:da36:9000::/40,ap-southeast-3
aws,2406:da38:9000::/40,ap-southeast-3
aws,2406:da60:9000::/40,ap-southeast-3
aws,2406:da61:9000::/40,ap-southeast-3
aws,2406:da70:9000::/40,ap-southeast-3
aws,2406:daa0:9000::/40,ap-southeast-3
aws,2406:dab9:9000::/40,ap-southeast-3
aws,2406:dabb:9000::/40,ap-southeast-3
aws,2406:daea:9000::/40,ap-southeast-3
aws,2406:daeb:9000::/40,ap-southeast-3
aws,2406:daef:9000::/40,ap-southeast-3
aws,2406:daf0:9000::/40,ap-southeast-3
aws,2406:daf2:9000::/40,ap-southeast-3
aws,2406:daf3:9000::/40,ap-southeast-3
aws,2406:daf4:9000::/40,ap-southeast-3
aws,2406:daf6:9000::/40,ap-southeast-3
aws,2406:daf8:9000::/40,ap-southeast-3
aws,2406:daf9:9000::/40,ap-southeast-3
aws,2406:dafc:9000::/40,ap-southeast-3
aws,2406:dafe:9000::/40,ap-southeast-3
aws,2406:daff:9000::/40,ap-southeast-3
aws,2600:1f01:481a::/47,ap-southeast-3
aws,2600:f0f0:6122::/48,ap-southeast-3
aws,2600:f0f1:89::/48,ap-southeast-3
aws,2606:7b40:1b07:8000::/56,ap-southeast-3
aws,2620:107:4000:a840::/58,ap-southeast-3
aws,2620:107:4000:a880::/57,ap-southeast-3
aws,2620:107:4000:a900::/57,ap-southeast-3
aws,1.178.24.0/24,ap-southeast-4
aws,3.2.92.0/24,ap-southeast-4
aws,3.5.40.0/22,ap-southeast-4
aws,13.248.67.0/24,ap-southeast-4
aws,15.177.96.0/24,ap-southeast-4
aws,15.230.118.0/24,ap-southeast-4
aws,15.230.249.0/24,ap-southeast-4
aws,16.26.0.0/15,ap-southeast-4
aws,16.50.0.0/15,ap-southeast-4
aws,16.140.0.0/15,ap-southeast-4
aws,18.99.192.0/20,ap-southeast-4
aws,35.54.59.0/24,ap-southeast-4
aws,35.71.112.0/24,ap-southeast-4
aws,52.94.250.16/28,ap-southeast-4
aws,52.95.166.0/23,ap-southeast-4
aws,52.95.168.0/24,ap-southeast-4
aws,54.239.1.224/28,ap-southeast-4
aws,56.96.0.0/14,ap-southeast-4
aws,70.232.64.0/20,ap-southeast-4
aws,70.232.80.0/21,ap-southeast-4
aws,70.232.88.0/22,ap-southeast-4
aws,99.151.72.0/21,ap-southeast-4
aws,104.255.59.130/31,ap-southeast-4
aws,104.255.59.132/30,ap-southeast-4
aws,150.222.51.160/27,ap-southeast-4
aws,150.222.51.192/26,ap-southeast-4
aws,2400:6500:0:7b00::/56,ap-southeast-4
aws,2406:da00:f000::/40,ap-southeast-4
aws,2406:da1f::/36,ap-southeast-4
aws,2406:da2f::/36,ap-southeast-4
aws,2406:da30:f000::/40,ap-southeast-4
aws,2406:da32:f000::/40,ap-southeast-4
aws,2406:da36:f000::/40,ap-southeast-4
aws,2406:da38:f000::/40,ap-southeast-4
aws,2406:da60:f000::/40,ap-southeast-4
aws,2406:da61:f000::/40,ap-southeast-4
aws,2406:da70:f000::/40,ap-southeast-4
aws,2406:daa0:f000::/40,ap-southeast-4
aws,2406:dab9:f000::/40,ap-southeast-4
aws,2406:dabb:f000::/40,ap-southeast-4
aws,2406:daea:f000::/40,ap-southeast-4
aws,2406:daeb:f000::/40,ap-southeast-4
aws,2406:daef:f000::/40,ap-southeast-4
aws,2406:daf0:f000::/40,ap-southeast-4
aws,2406:daf2:f000::/40,ap-southeast-4
aws,2406:daf3:f000::/40,ap-southeast-4
aws,2406:daf4:f000::/40,ap-southeast-4
aws,2406:daf6:f000::/40,ap-southeast-4
aws,2406:daf8:f000::/40,ap-southeast-4
aws,2406:daf9:f000::/40,ap-southeast-4
aws,2406:dafc:f000::/40,ap-southeast-4
aws,2406:dafe:f000::/40,ap-southeast-4
aws,2406:daff:f000::/40,ap-southeast-4
aws,2600:f0f0:611c::/48,ap-southeast-4
aws,2600:f0f1:8e::/48,ap-southeast-4
aws,2600:f0fb:f10e::/48,ap-southeast-4
aws,2606:7b40:10ff:80::/59,ap-southeast-4
aws,2606:7b40:1b07:c000::/56,ap-southeast-4
aws,1.178.102.0/24,ap-southeast-5
aws,3.2.91.0/24,ap-southeast-5
aws,3.5.180.0/22,ap-southeast-5
aws,13.248.75.0/24,ap-southeast-5
aws,15.177.95.0/24,ap-southeast-5
aws,15.190.4.0/22,ap-southeast-5
aws,15.190.32.0/20,ap-southeast-5
aws,15.248.56.0/21,ap-southeast-5
aws,16.12.42.0/23,ap-southeast-5
aws,16.12.44.0/24,ap-southeast-5
aws,18.97.64.0/20,ap-southeast-5
aws,35.18.0.0/15,ap-southeast-5
aws,35.71.124.0/24,ap-southeast-5
aws,43.216.0.0/15,ap-southeast-5
aws,52.94.250.80/28,ap-southeast-5
aws,56.61.0.0/16,ap-southeast-5
aws,56.62.0.0/16,ap-southeast-5
aws,56.68.0.0/17,ap-southeast-5
aws,56.69.0.0/16,ap-southeast-5
aws,56.70.0.0/15,ap-southeast-5
aws,76.223.170.32/28,ap-southeast-5
aws,94.36.0.0/14,ap-southeast-5
aws,99.151.160.0/21,ap-southeast-5
aws,104.255.59.196/30,ap-southeast-5
aws,104.255.59.200/31,ap-southeast-5
aws,104.255.61.0/31,ap-southeast-5
aws,150.222.52.192/26,ap-southeast-5
aws,150.222.53.0/27,ap-southeast-5
aws,156.4.0.0/15,ap-southeast-5
aws,216.244.1.0/24,ap-southeast-5
aws,2400:6500:0:7c00::/56,ap-southeast-5
aws,2406:da00:800::/40,ap-southeast-5
aws,2406:da10:8000::/36,ap-southeast-5
aws,2406:da20:8000::/36,ap-southeast-5
aws,2406:da30:800::/40,ap-southeast-5
aws,2406:da32:800::/40,ap-southeast-5
aws,2406:da36:800::/40,ap-southeast-5
aws,2406:da38:800::/40,ap-southeast-5
aws,2406:da60:800::/40,ap-southeast-5
aws,2406:da61:800::/40,ap-southeast-5
aws,2406:da70:800::/40,ap-southeast-5
aws,2406:daa0:800::/40,ap-southeast-5
aws,2406:dab9:800::/40,ap-southeast-5
aws,2406:dabb:800::/40,ap-southeast-5
aws,2406:daea:800::/40,ap-southeast-5
aws,2406:daeb:800::/40,ap-southeast-5
aws,2406:daef:800::/40,ap-southeast-5
aws,2406:daf0:800::/40,ap-southeast-5
aws,2406:daf2:800::/40,ap-southeast-5
aws,2406:daf3:800::/40,ap-southeast-5
aws,2406:daf4:800::/40,ap-southeast-5
aws,2406:daf6:800::/40,ap-southeast-5
aws,2406:daf8:800::/40,ap-southeast-5
aws,2406:daf9:800::/40,ap-southeast-5
aws,2406:dafc:800::/40,ap-southeast-5
aws,2406:dafe:800::/40,ap-southeast-5
aws,2406:daff:800::/40,ap-southeast-5
aws,2600:f0f0:611b::/48,ap-southeast-5
aws,2600:f0f0:8103::/48,ap-southeast-5
aws,2600:f0f1:84::/48,ap-southeast-5
aws,2600:f0f1:4380::/42,ap-southeast-5
aws,1.178.27.0/24,ap-southeast-6
aws,3.102.0.0/15,ap-southeast-6
aws,5.60.32.0/20,ap-southeast-6
aws,13.248.79.0/24,ap-southeast-6
aws,15.177.105.0/24,ap-southeast-6
aws,15.190.128.0/20,ap-southeast-6
aws,15.190.240.0/22,ap-southeast-6
aws,15.248.144.0/21,ap-southeast-6
aws,16.12.81.0/24,ap-southeast-6
aws,16.12.82.0/23,ap-southeast-6
aws,16.15.8.0/22,ap-southeast-6
aws,23.254.8.0/21,ap-southeast-6
aws,35.71.93.0/24,ap-southeast-6
aws,52.94.250.144/28,ap-southeast-6
aws,76.223.170.96/28,ap-southeast-6
aws,104.255.59.238/31,ap-southeast-6
aws,104.255.59.240/30,ap-southeast-6
aws,150.222.54.160/27,ap-southeast-6
aws,150.222.54.192/26,ap-southeast-6
aws,182.24.0.0/14,ap-southeast-6
aws,2400:6500:0:7f00::/56,ap-southeast-6
aws,2406:da00:2800::/40,ap-southeast-6
aws,2406:da12:8000::/36,ap-southeast-6
aws,2406:da22:8000::/36,ap-southeast-6
aws,2406:da30:2800::/40,ap-southeast-6
aws,2406:da32:2800::/40,ap-southeast-6
aws,2406:da36:2800::/40,ap-southeast-6
aws,2406:da38:2800::/40,ap-southeast-6
aws,2406:da60:2800::/40,ap-southeast-6
aws,2406:da61:2800::/40,ap-southeast-6
aws,2406:da70:2800::/40,ap-southeast-6
aws,2406:daa0:2800::/40,ap-southeast-6
aws,2406:dab9:2800::/40,ap-southeast-6
aws,2406:dabb:2800::/40,ap-southeast-6
aws,2406:daea:2800::/40,ap-southeast-6
aws,2406:daeb:2800::/40,ap-southeast-6
aws,2406:daef:2800::/40,ap-southeast-6
aws,2406:daf0:2800::/40,ap-southeast-6
aws,2406:daf2:2800::/40,ap-southeast-6
aws,2406:daf3:2800::/40,ap-southeast-6
aws,2406:daf4:2800::/40,ap-southeast-6
aws,2406:daf6:2800::/40,ap-southeast-6
aws,2406:daf8:2800::/40,ap-southeast-6
aws,2406:daf9:2800::/40,ap-southeast-6
aws,2406:dafe:2800::/40,ap-southeast-6
aws,2406:daff:2800::/40,ap-southeast-6
aws,2600:f0f2:7021::/48,ap-southeast-6
aws,2606:7b40:1b05::/56,ap-southeast-6
aws,1.178.28.0/24,ap-southeast-7
aws,3.2.88.0/24,ap-southeast-7
aws,3.5.60.0/22,ap-southeast-7
aws,13.248.77.0/24,ap-southeast-7
aws,15.177.103.0/24,ap-southeast-7
aws,15.190.80.0/20,ap-southeast-7
aws,15.190.252.0/22,ap-southeast-7
aws,15.248.112.0/21,ap-southeast-7
aws,16.12.75.0/24,ap-southeast-7
aws,16.12.76.0/23,ap-southeast-7
aws,18.97.80.0/20,ap-southeast-7
aws,35.71.126.0/24,ap-southeast-7
aws,43.208.0.0/14,ap-southeast-7
aws,52.94.250.112/28,ap-southeast-7
aws,64.73.207.0/24,ap-southeast-7
aws,64.73.208.0/23,ap-southeast-7
aws,65.178.0.0/15,ap-southeast-7
aws,76.223.170.64/28,ap-southeast-7
aws,89.48.0.0/13,ap-southeast-7
aws,104.255.59.206/31,ap-southeast-7
aws,104.255.59.208/30,ap-southeast-7
aws,136.18.144.0/21,ap-southeast-7
aws,150.222.53.32/27,ap-southeast-7
aws,150.222.53.64/26,ap-southeast-7
aws,2400:6500:0:7d00::/56,ap-southeast-7
aws,2406:da00:4800::/40,ap-southeast-7
aws,2406:da14:8000::/36,ap-southeast-7
aws,2406:da24:8000::/36,ap-southeast-7
aws,2406:da30:4800::/40,ap-southeast-7
aws,2406:da32:4800::/40,ap-southeast-7
aws,2406:da36:4800::/40,ap-southeast-7
aws,2406:da38:4800::/40,ap-southeast-7
aws,2406:da60:4800::/40,ap-southeast-7
aws,2406:da61:4800::/40,ap-southeast-7
aws,2406:da70:4800::/40,ap-southeast-7
aws,2406:daa0:4800::/40,ap-southeast-7
aws,2406:dab9:4800::/40,ap-southeast-7
aws,2406:dabb:4800::/40,ap-southeast-7
aws,2406:daea:4800::/40,ap-southeast-7
aws,2406:daeb:4800::/40,ap-southeast-7
aws,2406:daef:4800::/40,ap-southeast-7
aws,2406:daf0:4800::/40,ap-southeast-7
aws,2406:daf2:4800::/40,ap-southeast-7
aws,2406:daf3:4800::/40,ap-southeast-7
aws,2406:daf4:4800::/40,ap-southeast-7
aws,2406:daf6:4800::/40,ap-southeast-7
aws,2406:daf8:4800::/40,ap-southeast-7
aws,2406:daf9:4800::/40,ap-southeast-7
aws,2406:dafc:4800::/40,ap-southeast-7
aws,2406:dafe:4800::/40,ap-southeast-7
aws,2406:daff:4800::/40,ap-southeast-7
aws,2600:f0f0:6117::/48,ap-southeast-7
aws,2600:f0f0:8104::/48,ap-southeast-7
aws,2600:f0f1:4840::/42,ap-southeast-7
aws,2600:f0f2:7022::/48,ap-southeast-7
aws,2606:7b40:1b05:4000::/56,ap-southeast-7
aws,1.178.92.0/24,ca-central-1
aws,3.2.78.0/24,ca-central-1
aws,3.5.252.0/22,ca-central-1
aws,3.96.0.0/14,ca-central-1
aws,13.248.126.0/24,ca-central-1
aws,15.129.28.0/24,ca-central-1
aws,15.156.0.0/15,ca-central-1
aws,15.175.0.0/16,ca-central-1
aws,15.177.84.0/24,ca-central-1
aws,15.178.0.0/16,ca-central-1
aws,15.193.8.0/24,ca-central-1
aws,15.221.33.0/24,ca-central-1
aws,15.222.0.0/15,ca-central-1
aws,15.230.21.0/24,ca-central-1
aws,15.230.79.0/25,ca-central-1
aws,15.230.79.128/26,ca-central-1
aws,15.230.90.0/23,ca-central-1
aws,15.230.110.0/24,ca-central-1
aws,15.251.0.47/32,ca-central-1
aws,15.251.0.48/32,ca-central-1
aws,16.12.4.0/23,ca-central-1
aws,16.48.0.0/15,ca-central-1
aws,16.52.0.0/14,ca-central-1
aws,18.99.0.0/19,ca-central-1
aws,35.54.53.0/24,ca-central-1
aws,35.71.119.0/24,ca-central-1
aws,35.96.22.0/23,ca-central-1
aws,35.96.252.0/24,ca-central-1
aws,35.182.0.0/15,ca-central-1
aws,40.186.0.0/15,ca-central-1
aws,52.60.0.0/16,ca-central-1
aws,52.93.5.0/24,ca-central-1
aws,52.93.45.128/25,ca-central-1
aws,52.93.75.0/24,ca-central-1
aws,52.93.127.196/31,ca-central-1
aws,52.93.193.192/29,ca-central-1
aws,52.93.193.200/30,ca-central-1
aws,52.94.14.0/24,ca-central-1
aws,52.94.64.0/22,ca-central-1
aws,52.94.80.0/20,ca-central-1
aws,52.94.96.0/20,ca-central-1
aws,52.94.198.128/28,ca-central-1
aws,52.94.248.208/28,ca-central-1
aws,52.95.145.0/24,ca-central-1
aws,52.95.146.0/23,ca-central-1
aws,52.95.190.0/24,ca-central-1
aws,52.95.250.0/24,ca-central-1
aws,52.144.199.128/26,ca-central-1
aws,52.144.201.64/26,ca-central-1
aws,52.144.201.128/26,ca-central-1
aws,54.239.1.0/28,ca-central-1
aws,64.252.124.0/24,ca-central-1
aws,99.77.150.0/24,ca-central-1
aws,99.77.233.0/24,ca-central-1
aws,99.79.0.0/16,ca-central-1
aws,99.82.174.0/24,ca-central-1
aws,99.151.128.0/21,ca-central-1
aws,136.18.134.0/23,ca-central-1
aws,150.222.43.160/27,ca-central-1
aws,150.222.43.192/26,ca-central-1
aws,150.222.109.0/24,ca-central-1
aws,161.193.128.0/18,ca-central-1
aws,173.83.217.0/24,ca-central-1
aws,216.198.235.0/24,ca-central-1
aws,2600:1f00:1000::/40,ca-central-1
aws,2600:1f01:48c0::/47,ca-central-1
aws,2600:1f11::/36,ca-central-1
aws,2600:1f1e:4000::/36,ca-central-1
aws,2600:1f21::/36,ca-central-1
aws,2600:1f2e:4000::/36,ca-central-1
aws,2600:1f30:1000::/40,ca-central-1
aws,2600:1f32:1000::/40,ca-central-1
aws,2600:1f36:1000::/40,ca-central-1
aws,2600:1f38:1000::/40,ca-central-1
aws,2600:1f60:1000::/40,ca-central-1
aws,2600:1f61:1000::/40,ca-central-1
aws,2600:1f70:1000::/40,ca-central-1
aws,2600:1fa0:1000::/40,ca-central-1
aws,2600:1fb9:1000::/40,ca-central-1
aws,2600:1fbb:1000::/40,ca-central-1
aws,2600:1fea:1000::/40,ca-central-1
aws,2600:1feb:1000::/40,ca-central-1
